first_name,title,company,email,linkedin,website,business_address,google_review_link,yelp_link,phone,notes
,,Cafe Nook,,,http://www.cafenook.com/,"1500 Hyde Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Cafe%20Nook%201500%20Hyde%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Cafe%20Nook&find_loc=San%20Francisco%2C%20CA,,
Michael,Owner,Abrazo,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Michael%22%20%22Abrazo%22%20San%20Francisco%20restaurant,https://www.abrazosf.com/,"2000 Hyde Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Abrazo%202000%20Hyde%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Abrazo&find_loc=San%20Francisco%2C%20CA,+1-415-872-9239,spanish
Earle,Owner,Swensen's Ice Cream,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Earle%22%20%22Swensen%27s%20Ice%20Cream%22%20San%20Francisco%20restaurant,https://swensensofsf.com/,"1999 Hyde Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Swensen%27s%20Ice%20Cream%201999%20Hyde%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Swensen%27s%20Ice%20Cream&find_loc=San%20Francisco%2C%20CA,+1-415-775-6818,ice_cream
,,Roxanne Cafe,,,https://www.roxannecafesf.com/,"570 Powell Street, San Francisco, CA, 94108",https://www.google.com/maps/search/?api=1&query=Roxanne%20Cafe%20570%20Powell%20Street%2C%20San%20Francisco%2C%20CA%2C%2094108,https://www.yelp.com/search?find_desc=Roxanne%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415 989-5555,
,,Lookout,info@lookoutsf.com,,http://www.lookoutsf.com,"3600 16th Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Lookout%203600%2016th%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Lookout&find_loc=San%20Francisco%2C%20CA,,
,,Yogi Sushi House,,,http://www.sushishoh.com,"406 Dewey Boulevard, San Francisco, CA, 94116",https://www.google.com/maps/search/?api=1&query=Yogi%20Sushi%20House%20406%20Dewey%20Boulevard%2C%20San%20Francisco%2C%20CA%2C%2094116,https://www.yelp.com/search?find_desc=Yogi%20Sushi%20House&find_loc=San%20Francisco%2C%20CA,,sushi
,,Chouchou,info@chouchoufrenchbistro.com,,http://www.chouchoubistro.com,"400 Dewey Boulevard, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Chouchou%20400%20Dewey%20Boulevard%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Chouchou&find_loc=San%20Francisco%2C%20CA,+1-415-242-0960,french
,,Sapphire,,,http://www.sapphiretasteofburma.com/,"475 Sacramento Street, San Francisco, CA, 94111",https://www.google.com/maps/search/?api=1&query=Sapphire%20475%20Sacramento%20Street%2C%20San%20Francisco%2C%20CA%2C%2094111,https://www.yelp.com/search?find_desc=Sapphire&find_loc=San%20Francisco%2C%20CA,,asian
,,Tin,tinvietsf@gmail.com,,https://www.tinsf.com/,"937 Howard Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Tin%20937%20Howard%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Tin&find_loc=San%20Francisco%2C%20CA,,vietnamese
,,Ironwoods,lpetrie@presidiotrust.gov,,https://www.presidiogolf.com/ironwoods,"300 Finley Road, San Francisco, CA, 94129",https://www.google.com/maps/search/?api=1&query=Ironwoods%20300%20Finley%20Road%2C%20San%20Francisco%2C%20CA%2C%2094129,https://www.yelp.com/search?find_desc=Ironwoods&find_loc=San%20Francisco%2C%20CA,+1-415-561-4600,american
Matthew,Chef/Owner,Twenty Five Lusk,%20events@25lusk.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Matthew%22%20%22Twenty%20Five%20Lusk%22%20San%20Francisco%20restaurant,https://www.25lusk.com/,"25 Lusk Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Twenty%20Five%20Lusk%2025%20Lusk%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Twenty%20Five%20Lusk&find_loc=San%20Francisco%2C%20CA,,
,,Souvenir Coffee,,,https://www.souvenir-coffee.com/,"1415 Larkin Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Souvenir%20Coffee%201415%20Larkin%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Souvenir%20Coffee&find_loc=San%20Francisco%2C%20CA,,coffee_shop
,,Chubby Noodle,,,https://nicostacossf.com/,"1310 Grant Avenue, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Chubby%20Noodle%201310%20Grant%20Avenue%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Chubby%20Noodle&find_loc=San%20Francisco%2C%20CA,+1-415-362-6163,
,,The Saloon,,,https://www.sfblues.net/Saloon.html,"1232 Grant Avenue, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=The%20Saloon%201232%20Grant%20Avenue%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=The%20Saloon&find_loc=San%20Francisco%2C%20CA,+1-415-989-7666,
,,Cafe Zoetrope,,,www.cafecoppola.com/cafezoetrope/,"916 Kearny Street, San Francisco, CA, 94133",https://www.google.com/maps/search/?api=1&query=Cafe%20Zoetrope%20916%20Kearny%20Street%2C%20San%20Francisco%2C%20CA%2C%2094133,https://www.yelp.com/search?find_desc=Cafe%20Zoetrope&find_loc=San%20Francisco%2C%20CA,+1 415 291 1700,italian
,,Stable Cafe,,,https://www.stablecafe.com/,"2128 Folsom Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Stable%20Cafe%202128%20Folsom%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Stable%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415 552 1199,coffee_shop
,,Delancey Street Restaurant,,,http://www.delanceystreetfoundation.org/enterrestaurant.php,"600 The Embarcadero, San Francisco, CA, 94107",https://www.google.com/maps/search/?api=1&query=Delancey%20Street%20Restaurant%20600%20The%20Embarcadero%2C%20San%20Francisco%2C%20CA%2C%2094107,https://www.yelp.com/search?find_desc=Delancey%20Street%20Restaurant&find_loc=San%20Francisco%2C%20CA,,american
,,Butter,info@smoothasbutter.com,,https://smoothasbutter.com,"354 11th Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Butter%20354%2011th%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Butter&find_loc=San%20Francisco%2C%20CA,+1 415 863 5964,
,,The View Lounge,,,https://www.sfmarquis.com/theview,"55 4th Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=The%20View%20Lounge%2055%204th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=The%20View%20Lounge&find_loc=San%20Francisco%2C%20CA,+1 415-896-1600,
,,Mehfil Indian Restaurant,,,https://mehfilsf.com,"88 2nd Street, San Francisco, CA, 94105",https://www.google.com/maps/search/?api=1&query=Mehfil%20Indian%20Restaurant%2088%202nd%20Street%2C%20San%20Francisco%2C%20CA%2C%2094105,https://www.yelp.com/search?find_desc=Mehfil%20Indian%20Restaurant&find_loc=San%20Francisco%2C%20CA,+1 415-896-9000,indian
,,Madarae,info@madarae.com,,https://www.madarae.com/,"46 Minna Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Madarae%2046%20Minna%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Madarae&find_loc=San%20Francisco%2C%20CA,+1-415-244-4222,
,,Wreck Room,,,http://www.thewreckroomsf.com/,"1390 California Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Wreck%20Room%201390%20California%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Wreck%20Room&find_loc=San%20Francisco%2C%20CA,+1 415 932 6715,
,,Doobu,,,https://www.doobusf.com/,"1723 Buchanan Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Doobu%201723%20Buchanan%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Doobu&find_loc=San%20Francisco%2C%20CA,+1 415 2926002,korean
,,Momo's,,,https://www.sfmomos.com/,"760 2nd Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Momo%27s%20760%202nd%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Momo%27s&find_loc=San%20Francisco%2C%20CA,+1 415 227 8660,
,,Sutter Station Tavern,info@sutterstationtavern.com,,https://sutterstationtavern.com,"554 Market Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Sutter%20Station%20Tavern%20554%20Market%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Sutter%20Station%20Tavern&find_loc=San%20Francisco%2C%20CA,+1 415-434-4768,
William,Chef/Owner,Kokkari Estiatorio,receipts@kokkari.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22William%22%20%22Kokkari%20Estiatorio%22%20San%20Francisco%20restaurant,https://kokkari.com/,"200 Jackson Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Kokkari%20Estiatorio%20200%20Jackson%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Kokkari%20Estiatorio&find_loc=San%20Francisco%2C%20CA,+1 415 9810983,greek
Dominic,Owner,620 Jones,info@620-jones.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Dominic%22%20%22620%20Jones%22%20San%20Francisco%20restaurant,https://620-jones.com/,"620 Jones Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=620%20Jones%20620%20Jones%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=620%20Jones&find_loc=San%20Francisco%2C%20CA,+1 415 8452257,
,,Henry's Hunan Restaurant,,,http://henryshunanrestaurant.com/,"110 Natoma Street, San Francisco, CA, 94105",https://www.google.com/maps/search/?api=1&query=Henry%27s%20Hunan%20Restaurant%20110%20Natoma%20Street%2C%20San%20Francisco%2C%20CA%2C%2094105,https://www.yelp.com/search?find_desc=Henry%27s%20Hunan%20Restaurant&find_loc=San%20Francisco%2C%20CA,+1 415 546 4999,chinese
,,Schroeder's Restaurant,,,https://www.schroederssf.com/,"240 Front Street, San Francisco, CA, 94111",https://www.google.com/maps/search/?api=1&query=Schroeder%27s%20Restaurant%20240%20Front%20Street%2C%20San%20Francisco%2C%20CA%2C%2094111,https://www.yelp.com/search?find_desc=Schroeder%27s%20Restaurant&find_loc=San%20Francisco%2C%20CA,+1 415 421 4778,german
,,Amber India,info.mv@amber-india.com,,https://www.amber-india.com/Indian-Restaurant-San-Francisco/,"25 Yerba Buena Lane, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Amber%20India%2025%20Yerba%20Buena%20Lane%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Amber%20India&find_loc=San%20Francisco%2C%20CA,,indian
Marcel,Owner,Gumbo Social,gumbosocial415@gmail.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Marcel%22%20%22Gumbo%20Social%22%20San%20Francisco%20restaurant,https://gumbosocial.com,"5176 3rd Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Gumbo%20Social%205176%203rd%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Gumbo%20Social&find_loc=San%20Francisco%2C%20CA,+1 415 822-1517,
,,Wildhawk,,,https://www.lexingtonclub.com/,"3464 19th Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Wildhawk%203464%2019th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Wildhawk&find_loc=San%20Francisco%2C%20CA,,
,,ABSteak,,,https://absteaksf.com/,"124 Ellis Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=ABSteak%20124%20Ellis%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=ABSteak&find_loc=San%20Francisco%2C%20CA,+1-415-421-9014,steak_house
Jeremy,Owner,Bouche,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jeremy%22%20%22Bouche%22%20San%20Francisco%20restaurant,https://www.bouchesf.com/,"603 Bush Street, San Francisco, CA, 94108",https://www.google.com/maps/search/?api=1&query=Bouche%20603%20Bush%20Street%2C%20San%20Francisco%2C%20CA%2C%2094108,https://www.yelp.com/search?find_desc=Bouche&find_loc=San%20Francisco%2C%20CA,+1 415 956 0396,french
,,The Front Porch,thefrontporchsf@gmail.com,,https://www.thefrontporchsf.com/,"65 29th Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=The%20Front%20Porch%2065%2029th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=The%20Front%20Porch&find_loc=San%20Francisco%2C%20CA,+1-415-695-7800,
,,Chez Marius,,,https://chezmariusfrenchbistro.com/,"4063 24th Street, San Francisco, CA, 94114",https://www.google.com/maps/search/?api=1&query=Chez%20Marius%204063%2024th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094114,https://www.yelp.com/search?find_desc=Chez%20Marius&find_loc=San%20Francisco%2C%20CA,+1-415-757-0947,french
,,Novy,holla@novysf.com,,https://www.novysf.com/,"4000 24th Street, San Francisco, CA, 94114",https://www.google.com/maps/search/?api=1&query=Novy%204000%2024th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094114,https://www.yelp.com/search?find_desc=Novy&find_loc=San%20Francisco%2C%20CA,+1-415-829-8383,greek;california
Jiro,Owner,Hamano Sushi,reservation@hamanosushi.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jiro%22%20%22Hamano%20Sushi%22%20San%20Francisco%20restaurant,https://hamanosushi.com/,"1332 Castro Street, San Francisco, CA, 94114",https://www.google.com/maps/search/?api=1&query=Hamano%20Sushi%201332%20Castro%20Street%2C%20San%20Francisco%2C%20CA%2C%2094114,https://www.yelp.com/search?find_desc=Hamano%20Sushi&find_loc=San%20Francisco%2C%20CA,,japanese;sushi;omakase
,,Genki Ramen,,,http://genkiramen.com,"4014 Geary Boulevard, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=Genki%20Ramen%204014%20Geary%20Boulevard%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=Genki%20Ramen&find_loc=San%20Francisco%2C%20CA,+1 415 7522663,japanese;ramen
Watch,Owner,Cantina Los Mayos,cantinalosmayas@gmail.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Watch%22%20%22Cantina%20Los%20Mayos%22%20San%20Francisco%20restaurant,https://cantinalosmayas.com,"431 Balboa Street, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=Cantina%20Los%20Mayos%20431%20Balboa%20Street%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=Cantina%20Los%20Mayos&find_loc=San%20Francisco%2C%20CA,+1 415-571-8027,mexican;brunch
,,Burma Superstar,markfrombsr@gmail.com,,https://www.burmasuperstar.com/,"309 Clement Street, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=Burma%20Superstar%20309%20Clement%20Street%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=Burma%20Superstar&find_loc=San%20Francisco%2C%20CA,+1 415 387 2147,asian
Rene,Owner,Chao Pescao,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Rene%22%20%22Chao%20Pescao%22%20San%20Francisco%20restaurant,https://www.chaopescaosf.com/,"272 McAllister Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Chao%20Pescao%20272%20McAllister%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Chao%20Pescao&find_loc=San%20Francisco%2C%20CA,+1 415-621-2200,
,,Fly Bar & Restaurant,,,https://flybarandrestaurant.com/sf/,"762 Divisadero Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Fly%20Bar%20%26%20Restaurant%20762%20Divisadero%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Fly%20Bar%20%26%20Restaurant&find_loc=San%20Francisco%2C%20CA,,
,,Tropisueño,info@tropisueno.com,,https://www.tropisueno.com/,"75 Yerba Buena Lane, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Tropisue%C3%B1o%2075%20Yerba%20Buena%20Lane%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Tropisue%C3%B1o&find_loc=San%20Francisco%2C%20CA,+1 415-985-2264,mexican
,,Bar Agricole,,,https://baragricole.com/,"355 11th Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Bar%20Agricole%20355%2011th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Bar%20Agricole&find_loc=San%20Francisco%2C%20CA,+1 415 355 9400,
,,Lou's Cafe,,,www.louscafesf.com,"5017 Geary Boulevard, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Lou%27s%20Cafe%205017%20Geary%20Boulevard%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Lou%27s%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415 379 4429,sandwich
,,Sonamu,hello@sonamusf.com,,https://www.sonamusf.com/,"5716 Geary Boulevard, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Sonamu%205716%20Geary%20Boulevard%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Sonamu&find_loc=San%20Francisco%2C%20CA,+1 415-578-6808,korean
,,B Star,eventsatbstar@gmail.com,,https://www.bstarbar.com/,"127 Clement Street, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=B%20Star%20127%20Clement%20Street%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=B%20Star&find_loc=San%20Francisco%2C%20CA,+1-415-933-9900,asian;burmese;thai;chinese;filipino;korean;indian
,,lily,info@lilyonclement.com,,https://www.lilyonclement.com/,"225 Clement Street, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=lily%20225%20Clement%20Street%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=lily&find_loc=San%20Francisco%2C%20CA,+1-415-742-5285,vietnamese
,,Kitchen Istanbul,info@kitchenistanbulsf.com,,https://www.kitchenistanbulsf.com/,"349 Clement Street, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=Kitchen%20Istanbul%20349%20Clement%20Street%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=Kitchen%20Istanbul&find_loc=San%20Francisco%2C%20CA,,turkish;mediterranean
,,Gaspare's,gasparespizzeria@gmail.com,,https://www.gasparespizza.com/,"5546 Geary Boulevard, San Francisco, CA, 94121",https://www.google.com/maps/search/?api=1&query=Gaspare%27s%205546%20Geary%20Boulevard%2C%20San%20Francisco%2C%20CA%2C%2094121,https://www.yelp.com/search?find_desc=Gaspare%27s&find_loc=San%20Francisco%2C%20CA,,italian
,,Gordo Taqueria,office@gordotaqueria.co,,https://gordotaqueria.co/,"5450 Geary Boulevard, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Gordo%20Taqueria%205450%20Geary%20Boulevard%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Gordo%20Taqueria&find_loc=San%20Francisco%2C%20CA,,mexican
,,Per Diem,info@perdiemsf.com,,https://www.perdiemsf.com/,"43 Sutter Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Per%20Diem%2043%20Sutter%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Per%20Diem&find_loc=San%20Francisco%2C%20CA,+1-415-989-0300,italian
,,Taqueria Zorro,info@taqueriazorro.com,,https://www.taqueriazorro.com/,"San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Taqueria%20Zorro%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Taqueria%20Zorro&find_loc=San%20Francisco%2C%20CA,,mexican
